Cluster, Core Distance
0,0.581095,
2,0.363948,
3,0.363483,
4,0.389828,
6,0.388569,
11,0.442235,
12,0.331279,
13,0.439836,
14,0.402954,
16,0.376157,
19,0.359399,
21,0.452178,
23,0.359808,
24,0.359693,
27,0.42867,
32,0.409958,
33,0.364319,
34,0.378681,
35,0.38475,
39,0.415837,
41,0.384798,
42,0.422325,
44,0.454254,
46,0.354147,
47,0.451268,
56,0.418914,
59,0.408943,
60,0.368347,
61,0.431397,
64,0.351776,
67,0.438402,
68,0.442575,
69,0.362355,
74,0.407759,
75,0.401271,
