Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio
0,0.100121,0.664555,6.63749,0.017558,1.39863,79.6577
3,0.345486,0.352343,1.01985,0.37175,0.535322,1.44
4,0.334641,0.34604,1.03406,0.37175,0.623856,1.67816
6,0.310895,0.324225,1.04287,0.37175,0.535322,1.44
8,0.288401,0.306889,1.06411,0.37175,0.535322,1.44
11,0.30281,0.324531,1.07173,0.37175,0.623856,1.67816
13,0.264197,0.322249,1.21973,0.37175,0.623856,1.67816
14,0.246835,0.301712,1.22232,0.37175,0.623856,1.67816
17,0.299998,0.314069,1.0469,0.37175,0.623856,1.67816
18,0.253041,0.291272,1.15109,0.104555,0.629074,6.01667
21,0.294142,0.294202,1.00021,0.37175,0.535322,1.44
23,0.271961,0.290691,1.06887,0.37175,0.535322,1.44
25,0.253209,0.269977,1.06622,0.37175,0.535322,1.44
27,0.252838,0.294409,1.16442,0.238815,0.623856,2.6123
28,0.274463,0.292765,1.06668,0.37175,0.535322,1.44
31,0.173047,0.278124,1.60722,0.104555,0.623856,5.96675
32,0.283478,0.287529,1.01429,0.37175,0.623856,1.67816
34,0.265253,0.265898,1.00243,0.37175,0.535322,1.44
36,0.214811,0.22589,1.05158,0.37175,0.535322,1.44
40,0.259691,0.279502,1.07629,0.37175,0.535322,1.44
43,0.225981,0.226868,1.00393,0.37175,0.535322,1.44
45,0.257554,0.277691,1.07818,0.37175,0.623856,1.67816
47,0.248826,0.274818,1.10446,0.37175,0.623856,1.67816
49,0.247211,0.264874,1.07145,0.37175,0.535322,1.44
50,0.246362,0.278183,1.12916,0.104555,0.629074,6.01667
53,0.19253,0.259396,1.3473,0.104555,0.623856,5.96675
56,0.235613,0.258796,1.09839,0.37175,0.535322,1.44
58,0.250891,0.269382,1.0737,0.37175,0.535322,1.44
60,0.21574,0.262131,1.21503,0.104555,0.623856,5.96675
61,0.213882,0.226562,1.05929,0.37175,0.535322,1.44
62,0.228317,0.257326,1.12705,0.104555,0.629074,6.01667
64,0.241565,0.25724,1.06489,0.37175,0.623856,1.67816
67,0.206174,0.263362,1.27738,0.238815,0.623856,2.6123
68,0.241588,0.244005,1.01001,0.37175,0.535322,1.44
71,0.236265,0.26213,1.10947,0.37175,0.623856,1.67816
72,0.179669,0.211879,1.17928,0.37175,0.535322,1.44
75,0.253864,0.254212,1.00137,0.37175,0.535322,1.44
78,0.25674,0.258501,1.00686,0.37175,0.535322,1.44
79,0.24637,0.25743,1.04489,0.37175,0.623856,1.67816
80,0.255379,0.257597,1.00868,0.37175,0.535322,1.44
82,0.219716,0.220002,1.0013,0.37175,0.535322,1.44
84,0.249303,0.249528,1.0009,0.37175,0.535322,1.44
86,0.22028,0.243963,1.10751,0.37175,0.535322,1.44
89,0.231575,0.256874,1.10925,0.104555,0.629074,6.01667
91,0.193402,0.250494,1.2952,0.238815,0.623856,2.6123
94,0.245165,0.255833,1.04351,0.37175,0.535322,1.44
96,0.199824,0.2555,1.27863,0.104555,0.629074,6.01667
98,0.234347,0.238501,1.01772,0.37175,0.535322,1.44
103,0.184458,0.233746,1.26721,0.238815,0.623856,2.6123
104,0.231066,0.235651,1.01984,0.238815,0.623856,2.6123
107,0.232776,0.248543,1.06773,0.37175,0.623856,1.67816
108,0.200847,0.24913,1.2404,0.104555,0.623856,5.96675
111,0.178422,0.248517,1.39286,0.0923192,0.987421,10.6957
112,0.203974,0.247808,1.2149,0.37175,0.623856,1.67816
117,0.212657,0.227055,1.06771,0.238815,0.623856,2.6123
118,0.231728,0.242785,1.04772,0.37175,0.535322,1.44
121,0.229094,0.238092,1.03928,0.37175,0.535322,1.44
122,0.224803,0.235015,1.04543,0.37175,0.535322,1.44
124,0.186625,0.236768,1.26869,0.238815,0.623856,2.6123
127,0.209506,0.233744,1.11569,0.238815,0.623856,2.6123
129,0.23833,0.242402,1.01709,0.37175,0.535322,1.44
131,0.175152,0.242513,1.38459,0.0610792,1.07676,17.6289
132,0.169051,0.235424,1.39263,0.104555,0.629074,6.01667
134,0.230693,0.238993,1.03598,0.37175,0.623856,1.67816
137,0.220854,0.236174,1.06937,0.37175,0.535322,1.44
138,0.218983,0.223903,1.02247,0.37175,0.535322,1.44
139,0.158445,0.188097,1.18715,0.37175,0.535322,1.44
140,0.20913,0.236198,1.12943,0.104555,0.629074,6.01667
142,0.199415,0.235854,1.18273,0.104555,0.629074,6.01667
144,0.220887,0.225915,1.02276,0.37175,0.623856,1.67816
147,0.221395,0.22757,1.02789,0.37175,0.535322,1.44
149,0.215062,0.228944,1.06455,0.104555,0.629074,6.01667
151,0.190811,0.232191,1.21686,0.104555,0.623856,5.96675
152,0.208173,0.232303,1.11591,0.37175,0.535322,1.44
155,0.203475,0.230952,1.13504,0.104555,0.629074,6.01667
156,0.164474,0.21153,1.2861,0.238815,0.623856,2.6123
159,0.19088,0.224002,1.17352,0.104555,0.629074,6.01667
160,0.194114,0.226097,1.16476,0.238815,0.623856,2.6123
163,0.146872,0.221095,1.50536,0.104555,0.623856,5.96675
169,0.221753,0.223977,1.01003,0.37175,0.535322,1.44
172,0.204774,0.218788,1.06844,0.37175,0.535322,1.44
173,0.208593,0.227336,1.08986,0.104555,0.629074,6.01667
176,0.152681,0.223931,1.46666,0.104555,0.623856,5.96675
179,0.197909,0.210687,1.06457,0.37175,0.535322,1.44
181,0.194657,0.216241,1.11089,0.37175,0.623856,1.67816
183,0.213154,0.216379,1.01513,0.37175,0.623856,1.67816
185,0.212174,0.22314,1.05169,0.104555,0.623856,5.96675
188,0.205832,0.211888,1.02942,0.37175,0.535322,1.44
193,0.216514,0.216805,1.00134,0.37175,0.535322,1.44
196,0.199243,0.218677,1.09754,0.104555,0.629074,6.01667
199,0.201279,0.213704,1.06173,0.37175,0.623856,1.67816
200,0.191585,0.198914,1.03826,0.37175,0.623856,1.67816
201,0.204447,0.213633,1.04493,0.37175,0.623856,1.67816
203,0.184138,0.215416,1.16986,0.37175,0.623856,1.67816
204,0.201353,0.205618,1.02118,0.37175,0.535322,1.44
205,0.192391,0.198886,1.03376,0.37175,0.535322,1.44
210,0.157026,0.187419,1.19355,0.104555,0.629074,6.01667
212,0.115271,0.190311,1.651,0.104555,0.629074,6.01667
213,0.196868,0.201262,1.02232,0.37175,0.535322,1.44
215,0.146496,0.180098,1.22937,0.238815,0.623856,2.6123
217,0.136441,0.177586,1.30155,0.238815,0.623856,2.6123
219,0.10747,0.166445,1.54876,0.104555,0.629074,6.01667
221,0.134169,0.135159,1.00738,0.37175,0.535322,1.44
223,0.131332,0.170797,1.3005,0.104555,0.629074,6.01667
225,0.16829,0.169527,1.00735,0.37175,0.535322,1.44
226,0.090248,0.130545,1.44652,0.238815,0.623856,2.6123
229,0.128756,0.156861,1.21828,0.37175,0.535322,1.44
231,0.0836056,0.141679,1.69461,0.104555,0.629074,6.01667
232,0.107369,0.131268,1.22258,0.37175,0.535322,1.44
237,0.0843993,0.0905505,1.07288,0.37175,0.535322,1.44
238,0.107372,0.110552,1.02961,0.37175,0.535322,1.44
239,0.0596198,0.119403,2.00274,0.104555,0.629074,6.01667
241,0.121975,0.131812,1.08064,0.104555,0.623856,5.96675
243,0.085298,0.123337,1.44595,0.238815,0.623856,2.6123
244,0.0773388,0.126617,1.63718,0.0923192,0.987421,10.6957
246,0.084579,0.107877,1.27546,0.104555,0.623856,5.96675
249,0.0709578,0.093272,1.31447,0.37175,0.535322,1.44
250,0.0924793,0.110928,1.19949,0.104555,0.623856,5.96675
251,0.0680583,0.111205,1.63397,0.104555,0.629074,6.01667
256,0.0830424,0.106413,1.28143,0.104555,0.623856,5.96675
257,0.0350364,0.106378,3.0362,0.0923192,0.987421,10.6957
260,0.0816901,0.089468,1.09521,0.37175,0.623856,1.67816
261,0.0688602,0.0961272,1.39598,0.104555,0.629074,6.01667
262,0.0754493,0.0985422,1.30607,0.37175,0.623856,1.67816
