Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio
0,0.156819,0.695359,4.43416,0.017558,1.3902,79.178
2,0.286712,0.310851,1.08419,0.238815,0.623856,2.6123
5,0.261262,0.288695,1.105,0.104555,0.629074,6.01667
7,0.241453,0.272672,1.12929,0.104555,0.629074,6.01667
10,0.139031,0.26834,1.93008,0.0610792,1.07278,17.5638
13,0.244319,0.259918,1.06384,0.238815,0.623856,2.6123
15,0.200712,0.266625,1.32839,0.0215066,1.3513,62.8319
16,0.246383,0.257856,1.04656,0.238815,0.623856,2.6123
18,0.239087,0.252312,1.05532,0.238815,0.623856,2.6123
20,0.205698,0.249469,1.21279,0.104555,0.629074,6.01667
24,0.206167,0.247014,1.19813,0.0923192,0.990902,10.7334
36,0.152546,0.210699,1.38121,0.104555,0.629074,6.01667
38,0.0930868,0.203674,2.188,0.0592346,1.14541,19.3369
39,0.15147,0.188379,1.24367,0.238815,0.623856,2.6123
41,0.170692,0.182081,1.06672,0.104555,0.623856,5.96675
44,0.062317,0.156554,2.51222,0.0592346,1.14541,19.3369
45,0.100551,0.147169,1.46361,0.104555,0.629074,6.01667
