Cluster, Core Distance
0,0.545871,
2,0.374176,
3,0.338008,
4,0.393929,
6,0.468733,
9,0.401578,
11,0.438847,
14,0.397396,
15,0.442166,
16,0.393853,
18,0.409675,
21,0.456709,
23,0.470735,
24,0.372855,
26,0.383688,
28,0.438852,
32,0.447472,
35,0.370916,
38,0.443489,
40,0.432447,
42,0.402233,
43,0.539434,
44,0.397882,
45,0.41324,
