Cluster, Core Distance
0,0.648799,
2,0.488838,
3,0.490411,
6,0.5038,
8,0.497476,
10,0.450063,
11,0.512771,
14,0.440587,
16,0.515369,
17,0.504415,
18,0.597975,
21,0.466648,
23,0.484052,
24,0.489852,
25,0.447486,
26,0.517456,
27,0.530536,
