Cluster, Core Distance
0,0.663312,
2,0.499538,
3,0.501693,
6,0.518915,
8,0.517267,
10,0.495275,
11,0.519291,
13,0.515951,
16,0.586074,
19,0.514705,
21,0.516922,
22,0.491141,
23,0.505053,
24,0.546611,
27,0.471144,
28,0.49326,
29,0.555708,
30,0.524373,
31,0.540407,
