Cluster, Core Distance
0,0.730873,
2,0.570186,
3,0.570308,
4,0.570186,
8,0.630181,
9,0.630467,
10,0.605287,
11,0.594591,
12,0.55846,
14,0.59125,
17,0.510102,
18,0.570308,
19,0.627201,
