Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio
0,0.421052,0.689221,1.6369,0.0395712,1.21236,30.6374
3,0.435362,0.443826,1.01944,0.573204,0.814197,1.42043
5,0.392115,0.420663,1.07281,0.573204,0.814197,1.42043
6,0.317712,0.391312,1.23166,0.573204,0.814197,1.42043
8,0.410143,0.438379,1.06884,0.0395712,1.08579,27.439
13,0.271456,0.422213,1.55537,0.510906,0.814197,1.59364
18,0.431971,0.432113,1.00033,0.573204,0.814197,1.42043
20,0.371298,0.431128,1.16114,0.290861,1.08579,3.73304
21,0.320797,0.428817,1.33673,0.0395712,1.14404,28.9109
24,0.294767,0.421866,1.43118,0.0395712,1.08579,27.439
25,0.30071,0.403323,1.34123,0.0856528,1.08579,12.6767
26,0.319698,0.408727,1.27848,0.290861,0.814197,2.79927
27,0.25295,0.408811,1.61617,0.290861,0.814197,2.79927
