Cluster, Core Distance
0,0.758799,
2,0.57349,
3,0.571407,
6,0.628694,
7,0.624663,
10,0.647427,
11,0.633434,
14,0.599372,
15,0.650096,
16,0.57349,
18,0.631109,
20,0.644807,
21,0.574007,
23,0.690317,
24,0.636837,
25,0.579717,
