Cluster, Core Distance
0,0.474271,
2,0.389559,
3,0.316403,
4,0.417173,
6,0.364658,
8,0.324029,
11,0.405575,
16,0.338829,
18,0.41662,
19,0.43041,
21,0.400722,
22,0.356783,
24,0.340944,
27,0.331982,
28,0.372634,
31,0.396252,
34,0.320564,
35,0.412804,
36,0.387674,
37,0.406646,
38,0.371832,
40,0.379025,
41,0.373042,
