Cluster, Core Distance
0,0.522838,
2,0.393646,
3,0.329739,
4,0.393438,
6,0.419011,
9,0.367749,
11,0.451304,
12,0.455617,
15,0.440569,
17,0.429209,
21,0.409826,
22,0.467681,
24,0.422568,
27,0.396975,
29,0.372579,
30,0.344493,
31,0.371494,
34,0.429917,
35,0.329004,
37,0.522838,
41,0.409461,
42,0.422965,
43,0.356883,
