Cluster, Core Distance
0,0.481359,
2,0.320908,
3,0.316668,
4,0.360158,
6,0.342542,
8,0.337538,
11,0.380809,
13,0.447778,
15,0.38656,
20,0.446867,
21,0.379633,
22,0.397298,
25,0.348461,
27,0.481359,
30,0.356149,
31,0.411788,
32,0.406058,
34,0.380544,
36,0.416672,
38,0.376762,
39,0.404403,
40,0.415094,
41,0.379628,
