Cluster, Core Distance
0,0.468892,
2,0.378945,
3,0.316537,
4,0.368639,
7,0.414874,
8,0.385801,
10,0.438905,
13,0.375728,
15,0.371598,
16,0.393602,
18,0.359178,
20,0.400735,
25,0.366641,
26,0.347875,
29,0.39481,
30,0.440209,
32,0.35473,
33,0.304732,
34,0.296265,
36,0.402156,
37,0.337155,
