Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio
0,1.41421,32.2645,22.8145,0,395.097,inf
3,6.40312,17.1464,2.67782,0,68.1982,inf
4,9.48683,30.6757,3.23351,0,68.1982,inf
6,3.74166,13,3.4744,0,68.1982,inf
9,7.28011,11.7047,1.60776,0,65.6506,inf
10,5.83095,7.81025,1.33945,0,68.1982,inf
12,3.31662,6.08276,1.83402,0,68.1982,inf
15,4.58258,5.47723,1.19523,0,68.1982,inf
16,1.73205,4.47214,2.58199,0,389.919,inf
18,2.23607,4,1.78885,0,334.446,inf
19,2.23607,3.74166,1.67332,0,334.446,inf
21,2.44949,3.60555,1.47196,0,322.74,inf
22,2.44949,3.60555,1.47196,0,68.1982,inf
23,2.23607,3.60555,1.61245,0,68.1982,inf
34,2.23607,3.4641,1.54919,0,68.1982,inf
41,2.44949,3.31662,1.35401,0,65.6506,inf
43,2.23607,3.16228,1.41421,0,68.1982,inf
44,1.41421,3.16228,2.23607,0,68.1982,inf
50,1.73205,3,1.73205,0,65.6506,inf
51,1.41421,3,2.12132,0,322.74,inf
54,1.73205,3,1.73205,0,76.302,inf
55,1.73205,2.82843,1.63299,0,65.6506,inf
56,1.73205,2.82843,1.63299,0,76.302,inf
57,2.23607,2.82843,1.26491,0,65.6506,inf
66,2,2.23607,1.11803,0,65.6506,inf
67,1.41421,2.23607,1.58114,0,68.1982,inf
68,1.73205,2.23607,1.29099,0,334.446,inf
70,1.73205,2.23607,1.29099,0,68.1982,inf
71,1.41421,1.73205,1.22474,0,65.6506,inf
76,1,2,2,0,334.446,inf
77,1.41421,2,1.41421,0,68.1982,inf
78,1.41421,2,1.41421,0,68.1982,inf
79,0,1.73205,inf,0,68.1982,inf
80,1.41421,2,1.41421,0,305.09,inf
81,1.41421,2,1.41421,0,76.302,inf
82,1.41421,2,1.41421,0,68.1982,inf
83,1.41421,1.73205,1.22474,0,68.1982,inf
84,1.73205,2,1.1547,0,65.6506,inf
85,1.41421,2,1.41421,0,65.6506,inf
86,0,1.41421,inf,0,68.1982,inf
87,1.41421,1.41421,1,0,65.6506,inf
88,1.41421,1.41421,1,0,65.6506,inf
