Cluster, Core Distance
0,0.453658,
2,0.316256,
3,0.316536,
5,0.353577,
6,0.421782,
9,0.298522,
10,0.347157,
13,0.336374,
16,0.424489,
17,0.391849,
18,0.361277,
20,0.363084,
23,0.360337,
26,0.376355,
27,0.379756,
