Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio
0,0.421052,0.689221,1.6369,0.0395712,1.21236,30.6374
3,0.37268,0.504839,1.35462,0.0599802,0.740434,12.3446
5,0.392115,0.420663,1.07281,0.0599802,0.740434,12.3446
8,0.317712,0.391312,1.23166,0.0599802,0.740434,12.3446
10,0.419316,0.438379,1.04546,0.0599802,1.08579,18.1026
16,0.431971,0.432113,1.00033,0.0599802,0.740434,12.3446
18,0.371298,0.434988,1.17153,0.0599802,1.08579,18.1026
19,0.320797,0.428817,1.33673,0.0395712,1.14404,28.9109
22,0.294767,0.421866,1.43118,0.0599802,1.08579,18.1026
23,0.30071,0.403323,1.34123,0.0599802,1.08579,18.1026
24,0.136561,0.413736,3.02968,0.0395712,1.14404,28.9109
25,0.25295,0.408811,1.61617,0.0599802,0.814197,13.5744
