Cluster, Core Distance
0,0.521932,
2,0.359809,
3,0.327268,
4,0.4571,
6,0.421558,
9,0.400112,
10,0.454931,
13,0.467231,
15,0.383554,
19,0.395396,
22,0.420353,
25,0.368451,
27,0.42516,
29,0.433027,
30,0.39334,
34,0.421749,
35,0.454933,
39,0.368158,
40,0.373772,
41,0.348131,
43,0.411735,
46,0.473916,
47,0.501301,
48,0.372752,
49,0.443725,
50,0.411277,
51,0.400574,
