Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio
0,5.19615,24.7588,4.76484,0,403.393,inf
3,3,11.7473,3.91578,0,403.393,inf
8,3.74166,8.77496,2.34521,0,326.107,inf
10,4.89898,9,1.83712,0,388.653,inf
11,5.38516,9.05539,1.68154,0,388.653,inf
12,3.74166,5.47723,1.46385,0,308.709,inf
13,3.60555,8.30662,2.30384,0,403.393,inf
15,6.40312,8.12404,1.26876,0,326.107,inf
19,5.38516,7.68115,1.42635,0,326.107,inf
21,5.38516,6.55744,1.21769,0,308.709,inf
26,5.09902,6.48074,1.27098,0,325.667,inf
27,5.83095,7.07107,1.21268,0,325.667,inf
34,3.4641,5.91608,1.70783,0,308.709,inf
35,2.23607,6.7082,3,0,403.393,inf
38,4.3589,6.32456,1.45095,0,350.752,inf
39,4.12311,6.40312,1.55299,0,326.107,inf
