Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio
0,0.34489,0.774916,2.24685,0.0950924,1.34304,14.1235
3,0.361258,0.436523,1.20834,0.514388,1.18092,2.29577
5,0.293675,0.407558,1.38778,0.307257,1.18092,3.84342
6,0.386319,0.410363,1.06224,0.514388,0.827967,1.60961
8,0.386028,0.404232,1.04716,0.514388,0.827967,1.60961
11,0.353675,0.398166,1.1258,0.514388,1.18092,2.29577
12,0.352161,0.371918,1.0561,0.514388,0.827967,1.60961
15,0.318832,0.383767,1.20366,0.386319,1.18092,3.05684
20,0.325111,0.373662,1.14934,0.514388,1.18092,2.29577
23,0.311768,0.374284,1.20052,0.514388,1.18092,2.29577
24,0.312163,0.371395,1.18975,0.514388,0.827967,1.60961
26,0.323126,0.373793,1.1568,0.386319,1.18092,3.05684
27,0.323549,0.374975,1.15894,0.514388,1.18092,2.29577
30,0.341688,0.34815,1.01891,0.514388,0.827967,1.60961
31,0.236651,0.365744,1.5455,0.241772,1.27683,5.28111
32,0.321309,0.365452,1.13738,0.514388,1.18092,2.29577
33,0.308289,0.364849,1.18346,0.307257,1.18092,3.84342
35,0.273507,0.35163,1.28564,0.514388,0.827967,1.60961
39,0.289406,0.353724,1.22224,0.514388,1.18092,2.29577
40,0.237874,0.358782,1.50829,0.307257,1.18092,3.84342
41,0.271328,0.356924,1.31547,0.307257,1.18092,3.84342
42,0.252649,0.342075,1.35396,0.386319,1.18092,3.05684
43,0.213329,0.278262,1.30438,0.514388,1.18092,2.29577
