Cluster, Core Distance
0,0.724178,
2,0.564692,
3,0.570024,
4,0.561942,
7,0.596835,
8,0.542057,
10,0.606863,
11,0.621402,
12,0.604298,
14,0.622823,
16,0.66731,
17,0.602491,
