Cluster, Core Distance
0,0.558378,
2,0.355486,
3,0.355372,
4,0.342589,
6,0.345192,
8,0.368409,
11,0.459445,
14,0.370805,
16,0.362117,
18,0.347627,
20,0.343393,
21,0.429989,
22,0.334375,
25,0.434508,
30,0.388501,
31,0.380397,
