Cluster, Core Distance
0,0.741843,
2,0.567402,
3,0.567449,
4,0.741843,
6,0.617162,
12,0.592069,
13,0.581057,
15,0.615264,
16,0.679982,
17,0.573442,
18,0.544713,
19,0.598238,
