Cluster, Core Distance
0,0.645221,
2,0.489901,
3,0.490666,
4,0.519762,
6,0.500327,
8,0.554749,
9,0.496305,
11,0.489901,
13,0.509863,
15,0.476727,
16,0.374651,
19,0.514805,
20,0.495757,
22,0.456031,
23,0.502953,
