Cluster, Core Distance
0,0.632705,
2,0.490555,
3,0.490207,
7,0.492427,
8,0.47397,
10,0.554725,
11,0.477014,
13,0.592973,
14,0.579451,
15,0.492334,
16,0.446531,
17,0.491647,
