Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio
0,3.31662,27.2764,8.22413,0,388.024,inf
2,3.74166,6.08276,1.62569,2.82843,336.865,119.1
5,4.24264,5.47723,1.29099,2.82843,315.862,111.674
9,4.12311,4.89898,1.18818,7.07107,42.8602,6.06135
11,3.74166,5,1.33631,2.82843,315.862,111.674
13,3.31662,4.69042,1.41421,7.07107,82.8553,11.7175
14,3.16228,4.58258,1.44914,7.07107,42.8602,6.06135
16,3.74166,4.89898,1.30931,7.07107,42.8602,6.06135
18,2.23607,4.69042,2.09762,0,341.599,inf
19,2,4.69042,2.34521,0,346.147,inf
20,3.74166,4.58258,1.22474,2.82843,315.862,111.674
22,2.82843,4.24264,1.5,2.82843,82.8553,29.2938
26,2.82843,4.12311,1.45774,2.82843,82.8553,29.2938
28,3.4641,4,1.1547,2.82843,311.257,110.046
29,3.16228,4,1.26491,2.82843,335.777,118.715
30,3.16228,3.74166,1.18322,7.07107,42.8602,6.06135
31,2.44949,4,1.63299,0,343.788,inf
32,2.23607,4,1.78885,2.82843,315.862,111.674
33,2.23607,3.74166,1.67332,2.82843,315.862,111.674
34,3,3.74166,1.24722,7.07107,42.8602,6.06135
35,2.23607,3.74166,1.67332,0,336.865,inf
40,3.16228,3.74166,1.18322,7.07107,42.8602,6.06135
41,3,3.74166,1.24722,7.07107,42.8602,6.06135
42,1,4,4,0,375.906,inf
