Cluster, Core Distance
0,0.444776,
2,0.30397,
3,0.368844,
5,0.397257,
6,0.334362,
9,0.347916,
11,0.318532,
12,0.347252,
14,0.367404,
17,0.303238,
19,0.349841,
21,0.385042,
22,0.328928,
25,0.371466,
29,0.326826,
30,0.325299,
31,0.410995,
