Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio,,,,,,
0,0.321543,0.643933,2.00264,0.0146719,1.40535,95.7857,,,Column 1,,,Column 1
2,0.352422,0.395637,1.12262,0.0947828,1.24454,13.1305,,Mean,24.5039333333333,,Mean,15.5937125
8,0.317906,0.380349,1.19642,0.086024,1.24454,14.4674,,Standard Error,9.05646986504062,,Standard Error,1.83803078081616
9,0.330838,0.380314,1.14955,0.0947828,1.24454,13.1305,,Mode,13.1305,,Mode,13.1305
10,0.2724,0.352945,1.29568,0.0947828,1.24454,13.1305,,Median,14.4674,,Median,13.79895
11,0.0487107,0.314384,6.45412,0.086024,1.24454,14.4674,,First Quartile ,13.1305,,First Quartile ,13.1305
12,0.291938,0.342258,1.17237,0.0947828,1.24454,13.1305,,Third Quartile,14.9715,,Third Quartile,14.593425
14,0.0652634,0.303963,4.65749,0.0454748,1.28791,28.3214,,Variance,738.1768177475,,Variance,27.0268572098214
15,0.218095,0.335085,1.53641,0.086024,1.28791,14.9715,,Standard Deviation,27.1694095951219,,Standard Deviation,5.19873611657886
,,,,,,,,Kurtosis,8.16662316407499,,Kurtosis,7.48812938057155
,,,,,,,,Skewness,2.83249088666941,,Skewness,2.70984753734621
,,,,,,,,Range,82.6552,,Range,15.1909
,,,,,,,,Minimum,13.1305,,Minimum,13.1305
,,,,,,,,Maximum,95.7857,,Maximum,28.3214
,,,,,,,,Sum,220.5354,,Sum,124.7497
,,,,,,,,Count,9,,Count,8
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,Column 1,,,Column 1
,,,,,,,,Mean,2.28747777777778,,Mean,2.3230825
,,,,,,,,Standard Error,0.642179548711041,,Standard Error,0.727043120046019
,,,,,,,,Mode,#VALUE!,,Mode,#VALUE!
,,,,,,,,Median,1.29568,,Median,1.24605
,,,,,,,,First Quartile ,1.17237,,First Quartile ,1.166665
,,,,,,,,Third Quartile,2.00264,,Third Quartile,2.31668
,,,,,,,,Variance,3.71155115504444,,Variance,4.22873358725
,,,,,,,,Standard Deviation,1.92653864613312,,Standard Deviation,2.05638848159826
,,,,,,,,Kurtosis,2.05372805838697,,Kurtosis,1.42256539741117
,,,,,,,,Skewness,1.76408525911294,,Skewness,1.6504298890238
,,,,,,,,Range,5.3315,,Range,5.3315
,,,,,,,,Minimum,1.12262,,Minimum,1.12262
,,,,,,,,Maximum,6.45412,,Maximum,6.45412
,,,,,,,,Sum,20.5873,,Sum,18.58466
,,,,,,,,Count,9,,Count,8
