Cluster, Core Distance
0,0.52492,
2,0.52492,
3,0.329658,
4,0.388275,
6,0.354328,
9,0.389591,
10,0.465295,
13,0.416046,
16,0.385777,
17,0.42345,
19,0.397712,
22,0.419909,
25,0.473327,
27,0.443427,
28,0.359727,
31,0.377808,
32,0.393465,
33,0.45183,
36,0.423031,
37,0.361272,
38,0.339742,
42,0.429366,
44,0.372079,
46,0.476394,
47,0.44345,
