Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio
0,0.376334,0.872269,2.3178,0.0106622,1.31126,122.983
5,0.386982,0.437073,1.12944,0.333531,0.633968,1.90078
7,0.388989,0.391024,1.00523,0.333531,0.633968,1.90078
8,0.28026,0.413364,1.47493,0.333531,0.633968,1.90078
10,0.290422,0.418393,1.44064,0.333531,1.14906,3.44513
12,0.333531,0.376787,1.12969,0.333531,1.14906,3.44513
14,0.365516,0.428393,1.17202,0.333531,1.14906,3.44513
16,0.320122,0.38362,1.19835,0.333531,0.633968,1.90078
18,0.156158,0.389869,2.49663,0.333531,0.633968,1.90078
19,0.383935,0.398277,1.03736,0.333531,0.633968,1.90078
20,0.243195,0.421988,1.73518,0.319834,1.14906,3.59267
24,0.220942,0.34247,1.55005,0.333531,1.03427,3.10098
26,0.361186,0.367396,1.01719,0.333531,0.633968,1.90078
27,0.333015,0.388479,1.16655,0.333531,0.633968,1.90078
30,0.24979,0.378766,1.51633,0.333531,1.03427,3.10098
31,0.346941,0.375895,1.08346,0.333531,0.633968,1.90078
32,0.324634,0.385247,1.18671,0.333531,1.03427,3.10098
33,0.362179,0.383413,1.05863,0.319834,1.14906,3.59267
