Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio
0,2.23607,41.7253,18.6601,0,426.087,inf
2,17.5784,27.6043,1.57036,4.12311,390.366,94.6778
5,5.19615,12.6886,2.44192,4.12311,325.077,78.8427
10,2.44949,7.61577,3.10913,0,422.623,inf
11,3.74166,7.34847,1.96396,0,413.722,inf
12,3.31662,7.61577,2.29624,0,422.623,inf
13,5.19615,6.63325,1.27657,4.12311,325.077,78.8427
19,4.12311,5.83095,1.41421,4.12311,325.077,78.8427
22,2.44949,5,2.04124,0,413.722,inf
27,3.16228,5,1.58114,0,401.836,inf
28,2.23607,5.09902,2.28035,0,413.722,inf
29,1.73205,4.58258,2.64575,0,409.079,inf
30,2.82843,4.24264,1.5,4.12311,325.077,78.8427
31,2.23607,4.24264,1.89737,4.12311,325.077,78.8427
32,2.44949,4,1.63299,4.12311,325.077,78.8427
33,3.16228,4.12311,1.30384,4.12311,325.077,78.8427
38,2.44949,3.31662,1.35401,4.12311,325.077,78.8427
40,1,2.82843,2.82843,0,413.722,inf
41,2.23607,3,1.34164,4.12311,325.077,78.8427
42,1.73205,3,1.73205,0,413.722,inf
