Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio
0,1,27.3861,27.3861,0,335.342,inf
2,5.09902,6.40312,1.25576,3.4641,282.906,81.668
4,3.74166,5.47723,1.46385,3.74166,282.906,75.6099
5,4.12311,5.38516,1.30609,3.74166,282.906,75.6099
8,3.31662,4.47214,1.3484,3.4641,282.906,81.668
11,3.31662,4.3589,1.31426,3.74166,282.906,75.6099
12,2.23607,4.3589,1.94936,2.23607,287.143,128.414
13,2.82843,4.3589,1.5411,2.23607,287.143,128.414
14,4.12311,4.3589,1.05719,3.74166,282.906,75.6099
17,3,3.31662,1.10554,3.74166,257.406,68.7947
19,2.23607,3.16228,1.41421,2.23607,282.906,126.52
20,2.44949,3.31662,1.35401,2.23607,282.906,126.52
21,2.23607,3.16228,1.41421,3.74166,282.906,75.6099
23,2.23607,3,1.34164,3.74166,282.906,75.6099
24,2.23607,3,1.34164,3.74166,282.906,75.6099
25,2.44949,3,1.22474,3.74166,282.906,75.6099
26,2.44949,3,1.22474,3.74166,282.906,75.6099
29,1.73205,2.82843,1.63299,2.23607,287.143,128.414
30,2.44949,2.44949,1,3.74166,282.906,75.6099
31,2.23607,2.82843,1.26491,3.4641,282.906,81.668
32,2.23607,2.44949,1.09545,3.74166,282.906,75.6099
33,1.73205,2.82843,1.63299,2.23607,287.143,128.414
34,2,2.44949,1.22474,3.74166,282.906,75.6099
36,2.23607,2.44949,1.09545,2.23607,287.143,128.414
37,2.23607,2.44949,1.09545,3.74166,282.906,75.6099
38,1.41421,2.44949,1.73205,1.73205,287.143,165.782
42,1.73205,2.23607,1.29099,3.74166,282.906,75.6099
46,1,2,2,0,296.145,inf
47,0,1,inf,3.74166,282.906,75.6099
48,1.73205,2,1.1547,3.4641,282.906,81.668
49,1.41421,2,1.41421,2.23607,286.972,128.338
50,1.41421,2,1.41421,3.74166,282.906,75.6099
51,1.73205,2,1.1547,3.74166,282.906,75.6099
52,1.41421,2,1.41421,3.4641,282.906,81.668
53,2,2,1,3.74166,257.406,68.7947
54,1.73205,2,1.1547,3.74166,282.906,75.6099
56,1.73205,1.73205,1,3.74166,257.406,68.7947
66,1.41421,1.41421,1,3.74166,282.906,75.6099
67,1,1.41421,1.41421,3.4641,282.906,81.668
68,1.41421,1.41421,1,3.74166,257.406,68.7947
69,1,1.41421,1.41421,3.4641,282.906,81.668
70,1.41421,1.41421,1,2.23607,282.906,126.52
71,1.41421,1.41421,1,3.74166,282.906,75.6099
72,1.41421,1.41421,1,2.23607,282.906,126.52
73,1,1.41421,1.41421,2.23607,287.143,128.414
74,1.41421,1.41421,1,3.74166,257.406,68.7947
75,1.41421,1.41421,1,3.74166,257.406,68.7947
76,1.41421,1.41421,1,3.74166,257.406,68.7947
77,1,1.41421,1.41421,3.4641,282.906,81.668
78,1.41421,1.41421,1,3.74166,257.406,68.7947
79,1.41421,1.41421,1,3.74166,282.906,75.6099
80,0,1,inf,2.23607,282.906,126.52
81,1,1,1,3.74166,282.906,75.6099
82,1,1,1,3.74166,282.906,75.6099
83,1,1,1,3.74166,257.406,68.7947
84,1,1,1,3.74166,282.906,75.6099
85,1,1,1,3.4641,282.906,81.668
86,1,1,1,3.74166,282.906,75.6099
