Cluster, Core Distance
0,0.520594,
2,0.410553,
3,0.323341,
4,0.456817,
6,0.336578,
9,0.379268,
10,0.452365,
13,0.436428,
15,0.382121,
19,0.389345,
20,0.364531,
25,0.465894,
27,0.432476,
28,0.332298,
29,0.414324,
30,0.377572,
34,0.414481,
35,0.36401,
37,0.449964,
41,0.371567,
44,0.421884,
45,0.473385,
46,0.369137,
47,0.37276,
