Cluster, Core Distance
0,0.540886,
2,0.381648,
3,0.3363,
4,0.368694,
6,0.46651,
9,0.380731,
11,0.448708,
14,0.381542,
15,0.395748,
16,0.368787,
18,0.438205,
21,0.454145,
23,0.539071,
24,0.356724,
26,0.540886,
28,0.440031,
32,0.485996,
35,0.378985,
38,0.439313,
40,0.479151,
42,0.407454,
43,0.480937,
44,0.482735,
45,0.407185,
