Cluster, Core Distance
0,0.489142,
2,0.412344,
3,0.318532,
4,0.323785,
6,0.351812,
8,0.374623,
11,0.424873,
13,0.317296,
15,0.415057,
20,0.394792,
21,0.38175,
22,0.408843,
24,0.434198,
27,0.374453,
29,0.407004,
30,0.331307,
34,0.377369,
36,0.338305,
37,0.399356,
39,0.441985,
40,0.343579,
41,0.446942,
42,0.380539,
43,0.397584,
