Cluster, Core Distance
0,0.73986,
2,0.566038,
3,0.566767,
4,0.577766,
8,0.605228,
9,0.672472,
10,0.660169,
12,0.613759,
14,0.553612,
15,0.637085,
17,0.631971,
18,0.572198,
19,0.638213,
