Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio
0,2.23607,39.2556,17.5556,0,367.787,inf
2,4.12311,22.9783,5.57304,0,353.46,inf
4,9.84886,15.9374,1.6182,0,46.8508,inf
6,19.0526,21.4009,1.12326,0,46.8508,inf
11,6.63325,8.06226,1.21543,0,46.8508,inf
12,4.12311,6.16441,1.49509,0,46.8508,inf
15,5.09902,6,1.1767,0,46.8508,inf
16,3,4.3589,1.45297,0,46.8508,inf
18,2.23607,3.31662,1.48324,0,57.1839,inf
21,1.73205,3,1.73205,0,313.973,inf
22,2.23607,2.82843,1.26491,0,46.8508,inf
26,1.73205,2,1.1547,0,46.8508,inf
27,1.41421,1.73205,1.22474,0,57.1839,inf
28,1.73205,1.73205,1,0,46.8508,inf
29,0,1.73205,inf,0,46.8508,inf
