Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio
0,0.273134,0.592215,2.16822,0.0564281,1.36736,24.2319
2,0.199116,0.367024,1.84327,0.601837,1.23261,2.04808
4,0.306063,0.323473,1.05688,0.601837,1.16649,1.93822
6,0.166848,0.34498,2.06762,0.130793,1.24067,9.48575
9,0.22049,0.267683,1.21404,0.601837,1.23261,2.04808
11,0.221414,0.322132,1.45488,0.201517,1.24067,6.15668
16,0.208834,0.340297,1.62951,0.130793,1.26293,9.65588
17,0.24015,0.340446,1.41764,0.130793,1.26293,9.65588
18,0.215276,0.272111,1.26401,0.183231,1.24067,6.7711
20,0.277274,0.331191,1.19446,0.130793,1.24067,9.48575
22,0.303703,0.336715,1.1087,0.130793,1.24067,9.48575
27,0.285825,0.324902,1.13671,0.601837,1.16649,1.93822
30,0.269607,0.304829,1.13064,0.201517,1.24067,6.15668
31,0.102761,0.336425,3.27386,0.183231,1.24067,6.7711
33,0.143102,0.301956,2.11008,0.201517,1.24067,6.15668
39,0.304206,0.321542,1.05699,0.601837,1.16649,1.93822
41,0.164164,0.322325,1.96344,0.130793,1.24067,9.48575
43,0.311871,0.328394,1.05298,0.201517,1.24067,6.15668
46,0.282684,0.295967,1.04699,0.601837,1.16649,1.93822
48,0.288333,0.326457,1.13222,0.183231,1.24067,6.7711
49,0.289553,0.326402,1.12726,0.183231,1.24067,6.7711
50,0.29814,0.320186,1.07395,0.201517,1.24067,6.15668
51,0.322597,0.327364,1.01478,0.601837,1.16649,1.93822
52,0.287726,0.324741,1.12865,0.601837,1.23261,2.04808
53,0.138791,0.246601,1.77678,0.201517,1.24067,6.15668
56,0.279905,0.320996,1.1468,0.130793,1.24067,9.48575
57,0.205165,0.320792,1.56357,0.130793,1.24067,9.48575
58,0.164044,0.311951,1.90163,0.183231,1.24067,6.7711
59,0.246183,0.285867,1.1612,0.201517,1.24067,6.15668
60,0.269327,0.307137,1.14039,0.601837,1.16649,1.93822
61,0.236947,0.273553,1.15449,0.601837,1.16649,1.93822
