Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio
0,5.09902,53.1507,10.4237,0,390.792,inf
3,10.0995,18.0555,1.78776,5.83095,304.546,52.2291
7,8.06226,9.84886,1.2216,8.94427,304.546,34.0492
8,3,9.53939,3.1798,0,386.651,inf
9,6.7082,9.43398,1.40633,8.94427,304.546,34.0492
11,6.40312,8.30662,1.29728,5.83095,304.546,52.2291
12,1.73205,6.78233,3.91578,0,399.071,inf
16,5.19615,6.40312,1.23228,8.94427,304.546,34.0492
20,2.44949,5.83095,2.38048,0,356.226,inf
21,4.58258,5.83095,1.27242,8.94427,304.546,34.0492
