Cluster, Core Distance
0,0.59336,
2,0.519953,
4,0.45103,
7,0.451691,
8,0.451277,
10,0.463134,
15,0.464335,
17,0.444974,
18,0.440342,
21,0.520824,
22,0.453273,
24,0.416438,
26,0.43472,
27,0.452943,
28,0.419049,
30,0.431521,
32,0.389079,
41,0.42749,
75,0.441359,
88,0.421885,
89,0.404175,
