Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio
0,0.0654838,0.457453,6.98575,0.0116863,1.41152,120.785
2,0.211629,0.28515,1.3474,0.383386,0.510863,1.3325
4,0.189381,0.250425,1.32234,0.259918,0.510863,1.96548
7,0.249962,0.261145,1.04474,0.383386,0.510863,1.3325
9,0.188997,0.238573,1.26231,0.39493,0.510863,1.29355
10,0.167759,0.212073,1.26415,0.39493,0.510863,1.29355
13,0.206633,0.23839,1.15369,0.39493,0.510863,1.29355
14,0.200627,0.240718,1.19983,0.383386,0.510863,1.3325
16,0.184733,0.227325,1.23056,0.259918,0.510863,1.96548
21,0.210854,0.236419,1.12124,0.39493,0.510863,1.29355
23,0.20577,0.209871,1.01993,0.39493,0.510863,1.29355
24,0.1887,0.217895,1.15471,0.259918,0.510863,1.96548
26,0.109457,0.222877,2.0362,0.259918,0.510863,1.96548
29,0.152494,0.210779,1.38221,0.259918,0.755158,2.90537
31,0.218692,0.227728,1.04132,0.39493,0.510863,1.29355
32,0.207754,0.22992,1.1067,0.39493,0.510863,1.29355
35,0.204613,0.228608,1.11727,0.259918,0.510863,1.96548
39,0.167744,0.22243,1.32601,0.39493,0.510863,1.29355
40,0.1925,0.20074,1.04281,0.39493,0.510863,1.29355
43,0.198484,0.228321,1.15032,0.39493,0.510863,1.29355
45,0.220668,0.227266,1.0299,0.383386,0.510863,1.3325
48,0.180888,0.212874,1.17683,0.259918,0.755158,2.90537
50,0.210958,0.220669,1.04603,0.383386,0.510863,1.3325
53,0.22433,0.224954,1.00278,0.383386,0.510863,1.3325
54,0.169447,0.21077,1.24387,0.259918,0.755158,2.90537
56,0.183257,0.225127,1.22848,0.259918,0.755158,2.90537
57,0.214668,0.22095,1.02926,0.259918,0.510863,1.96548
59,0.169047,0.220872,1.30658,0.39493,0.510863,1.29355
63,0.172555,0.20894,1.21086,0.259918,0.510863,1.96548
64,0.172377,0.19476,1.12985,0.39493,0.510863,1.29355
67,0.208927,0.216738,1.03739,0.39493,0.510863,1.29355
68,0.203098,0.214953,1.05837,0.39493,0.510863,1.29355
71,0.11244,0.213745,1.90097,0.259918,0.510863,1.96548
73,0.174246,0.213859,1.22734,0.259918,0.510863,1.96548
75,0.193334,0.213855,1.10614,0.259918,0.510863,1.96548
79,0.148859,0.212962,1.43063,0.194223,0.870819,4.48361
80,0.190746,0.207666,1.08871,0.39493,0.510863,1.29355
81,0.176681,0.209514,1.18583,0.259918,0.510863,1.96548
82,0.182461,0.209739,1.1495,0.259918,0.755158,2.90537
84,0.205177,0.206169,1.00484,0.39493,0.510863,1.29355
85,0.174506,0.204932,1.17435,0.259918,0.510863,1.96548
86,0.189075,0.204855,1.08346,0.39493,0.510863,1.29355
89,0.142499,0.204373,1.43421,0.383386,0.510863,1.3325
92,0.158359,0.206916,1.30662,0.194223,0.870819,4.48361
95,0.187025,0.206184,1.10244,0.383386,0.510863,1.3325
97,0.193582,0.207367,1.07121,0.383386,0.510863,1.3325
98,0.19412,0.20461,1.05404,0.39493,0.510863,1.29355
99,0.192587,0.199713,1.037,0.383386,0.510863,1.3325
100,0.195599,0.196011,1.0021,0.39493,0.510863,1.29355
103,0.194096,0.204674,1.0545,0.39493,0.510863,1.29355
104,0.19863,0.203722,1.02564,0.383386,0.510863,1.3325
106,0.161549,0.186484,1.15435,0.259918,0.755158,2.90537
109,0.170323,0.188118,1.10448,0.39493,0.510863,1.29355
113,0.190028,0.200274,1.05392,0.39493,0.510863,1.29355
116,0.190702,0.196734,1.03163,0.383386,0.510863,1.3325
119,0.191971,0.19941,1.03875,0.383386,0.510863,1.3325
121,0.193338,0.197476,1.0214,0.259918,0.510863,1.96548
122,0.167385,0.176945,1.05711,0.259918,0.510863,1.96548
124,0.178548,0.18766,1.05103,0.383386,0.510863,1.3325
126,0.162117,0.195057,1.20318,0.194223,0.870819,4.48361
128,0.159546,0.197576,1.23836,0.259918,0.755158,2.90537
131,0.189112,0.194606,1.02905,0.39493,0.510863,1.29355
133,0.186288,0.192094,1.03116,0.383386,0.510863,1.3325
135,0.165199,0.194872,1.17962,0.259918,0.510863,1.96548
137,0.166624,0.189313,1.13617,0.259918,0.510863,1.96548
139,0.183011,0.19183,1.04819,0.259918,0.510863,1.96548
142,0.175945,0.194058,1.10294,0.259918,0.510863,1.96548
145,0.167826,0.181661,1.08244,0.39493,0.510863,1.29355
146,0.181421,0.191261,1.05424,0.383386,0.510863,1.3325
149,0.185468,0.188716,1.01751,0.39493,0.510863,1.29355
151,0.175534,0.192047,1.09407,0.39493,0.510863,1.29355
152,0.184839,0.191485,1.03595,0.39493,0.510863,1.29355
154,0.156299,0.192213,1.22978,0.383386,0.510863,1.3325
156,0.136617,0.159377,1.1666,0.259918,0.510863,1.96548
158,0.177438,0.188157,1.06041,0.259918,0.510863,1.96548
160,0.179996,0.189941,1.05525,0.383386,0.510863,1.3325
163,0.16558,0.189134,1.14225,0.194223,0.870819,4.48361
164,0.178923,0.18728,1.04671,0.259918,0.755158,2.90537
166,0.130576,0.175824,1.34652,0.383386,0.510863,1.3325
167,0.112338,0.182279,1.6226,0.383386,0.510863,1.3325
169,0.187579,0.188458,1.00469,0.39493,0.510863,1.29355
171,0.182157,0.182884,1.00399,0.39493,0.510863,1.29355
172,0.185289,0.187641,1.01269,0.39493,0.510863,1.29355
174,0.131721,0.137601,1.04463,0.39493,0.510863,1.29355
178,0.183506,0.185048,1.0084,0.383386,0.510863,1.3325
180,0.166772,0.184467,1.1061,0.259918,0.755158,2.90537
183,0.167431,0.181345,1.08311,0.39493,0.510863,1.29355
185,0.170214,0.181422,1.06585,0.259918,0.755158,2.90537
187,0.168833,0.182929,1.08349,0.259918,0.814811,3.13488
188,0.178572,0.180477,1.01067,0.259918,0.510863,1.96548
190,0.176443,0.177504,1.00601,0.39493,0.510863,1.29355
191,0.15959,0.179794,1.1266,0.259918,0.755158,2.90537
192,0.154795,0.179295,1.15827,0.259918,0.510863,1.96548
194,0.0449561,0.169089,3.76121,0.194223,0.870819,4.48361
196,0.0889714,0.173718,1.95252,0.259918,0.814811,3.13488
198,0.14567,0.174228,1.19605,0.259918,0.510863,1.96548
200,0.0687413,0.156895,2.2824,0.259918,0.814811,3.13488
202,0.118485,0.144477,1.21937,0.383386,0.510863,1.3325
204,0.0653473,0.0925427,1.41617,0.39493,0.510863,1.29355
206,0.0705334,0.110921,1.57259,0.39493,0.510863,1.29355
210,0.109992,0.115301,1.04827,0.383386,0.510863,1.3325
212,0.0674792,0.0808717,1.19847,0.39493,0.510863,1.29355
213,0.0754463,0.0860712,1.14083,0.39493,0.510863,1.29355
215,0.0974687,0.109901,1.12755,0.259918,0.755158,2.90537
216,0.0303722,0.110178,3.6276,0.194223,0.870819,4.48361
217,0.0985458,0.107186,1.08767,0.39493,0.510863,1.29355
220,0.0642207,0.07621,1.18669,0.383386,0.510863,1.3325
222,0.044301,0.0570441,1.28765,0.39493,0.510863,1.29355
223,0.0815594,0.0855185,1.04854,0.39493,0.510863,1.29355
224,0.0272496,0.0573847,2.10589,0.194223,0.904993,4.65956
225,0.045226,0.0512941,1.13417,0.39493,0.510863,1.29355
