Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio
0,0.287261,0.588562,2.04888,0.0288953,1.35937,47.0447
2,0.329515,0.425391,1.29096,0.366211,0.642055,1.75324
5,0.219786,0.380806,1.73262,0.404429,0.642055,1.58756
7,0.336738,0.347985,1.0334,0.404429,0.583344,1.44239
9,0.286527,0.291227,1.0164,0.404429,0.583344,1.44239
11,0.234406,0.380355,1.62264,0.404429,0.642055,1.58756
13,0.30094,0.353628,1.17508,0.366211,0.730876,1.99578
15,0.259422,0.353376,1.36217,0.304434,0.730876,2.40077
20,0.332774,0.334635,1.00559,0.404429,0.583344,1.44239
24,0.164992,0.348711,2.1135,0.033238,1.35937,40.898
25,0.32446,0.346394,1.0676,0.404429,0.583344,1.44239
26,0.127595,0.337911,2.64831,0.094102,1.23619,13.1367
27,0.288219,0.316409,1.09781,0.404429,0.642055,1.58756
28,0.284874,0.292679,1.0274,0.404429,0.583344,1.44239
30,0.204423,0.301496,1.47486,0.366211,0.730876,1.99578
31,0.256136,0.31316,1.22263,0.366211,0.642055,1.75324
32,0.234824,0.301125,1.28235,0.404429,0.583344,1.44239
33,0.26785,0.282722,1.05552,0.404429,0.583344,1.44239
