Cluster, Min Core Distance, Max Core Distance, Core Distance Ratio, Min Distance, Max Distance, Distance Ratio,,,,,,
0,0.271797,0.53095,1.95348,0.0277734,1.33583,48.0975,,,Column 1,,,Column 1
3,0.248635,0.287388,1.15586,0.116808,1.03021,8.81975,,Mean,20.9272285714286,,Mean,16.39885
5,0.228208,0.287528,1.25993,0.116808,0.990586,8.4805,,Standard Error,6.54233696936326,,Standard Error,5.58697993090483
7,0.178992,0.285305,1.59395,0.0798406,1.13797,14.253,,Mode,8.81975,,Mode,8.81975
9,0.168782,0.282756,1.67527,0.0798406,1.13714,14.2426,,Median,14.2426,,Median,11.531175
10,0.145795,0.274535,1.88302,0.0283804,1.24242,43.7775,,First Quartile ,8.81975,,First Quartile ,8.81975
11,0.193439,0.273114,1.41188,0.116808,1.03021,8.81975,,Third Quartile,29.01525,,Third Quartile,14.2504
,,,,,,,,Variance,299.615211144881,,Variance,187.28606849
,,,,,,,,Standard Deviation,17.3093966141192,,Standard Deviation,13.6852500338869
,,,,,,,,Kurtosis,-0.780818448293143,,Kurtosis,5.17435681441347
,,,,,,,,Skewness,1.16594271969314,,Skewness,2.23978553945038
,,,,,,,,Range,39.617,,Range,35.297
,,,,,,,,Minimum,8.4805,,Minimum,8.4805
,,,,,,,,Maximum,48.0975,,Maximum,43.7775
,,,,,,,,Sum,146.4906,,Sum,98.3931
,,,,,,,,Count,7,,Count,6
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,Column 1,,,Column 1
,,,,,,,,Mean,1.56191285714286,,Mean,1.49665166666667
,,,,,,,,Standard Error,0.114319234721069,,Standard Error,0.11105768871527
,,,,,,,,Mode,#VALUE!,,Mode,#VALUE!
,,,,,,,,Median,1.59395,,Median,1.502915
,,,,,,,,First Quartile ,1.335905,,First Quartile ,1.2979175
,,,,,,,,Third Quartile,1.779145,,Third Quartile,1.65494
,,,,,,,,Variance,0.091482211990476,,Variance,0.074002861336667
,,,,,,,,Standard Deviation,0.302460265143169,,Standard Deviation,0.272034669365261
,,,,,,,,Kurtosis,-1.47917585282707,,Kurtosis,-1.1279393542186
,,,,,,,,Skewness,-0.027237381077557,,Skewness,0.161591567608887
,,,,,,,,Range,0.79762,,Range,0.72716
,,,,,,,,Minimum,1.15586,,Minimum,1.15586
,,,,,,,,Maximum,1.95348,,Maximum,1.88302
,,,,,,,,Sum,10.93339,,Sum,8.97991
,,,,,,,,Count,7,,Count,6
