Cluster, Core Distance
0,0.560115,
2,0.35995,
3,0.360099,
6,0.429992,
7,0.464831,
8,0.40296,
14,0.349812,
16,0.400835,
18,0.357577,
19,0.374005,
20,0.369386,
21,0.430502,
30,0.409504,
31,0.447417,
